{'input': {'num_train': 40000, 'dim': 9, 'lin_margin': 0.1, 'slab_margin': 0.1, 'same_margin': True, 'random_transform': True, 'width': 1, 'num_lin': 1, 'num_slabs': 0, 'num_slabs7': 1, 'num_slabs3': 0, 'num_gauss': 7, 'bs': 256, 'corrupt_lin': 0.1, 'corrupt_lin_margin': True, 'corrupt_slab': 0.0, 'num_test': 10000, 'hdim': 300, 'hl': 2, 'mtype': 'fcn', 'device': device(type='cuda', index=0), 'lr': 0.1, 'weight_decay': 0.0005, 'momentum': 0.9}, 'output': {'Train Accuracy': 0.99895, 'Test Accuracy': 0.9988, 'Linear (S) Randomized Accuracy': 0.6242, 'Slab (S^c) Randomzied Accuracy': 0.8842}}{'input': {'num_train': 40000, 'dim': 9, 'lin_margin': 0.1, 'slab_margin': 0.1, 'same_margin': True, 'random_transform': True, 'width': 1, 'num_lin': 1, 'num_slabs': 0, 'num_slabs7': 1, 'num_slabs3': 0, 'num_gauss': 7, 'bs': 256, 'corrupt_lin': 0.1, 'corrupt_lin_margin': True, 'corrupt_slab': 0.0, 'num_test': 10000, 'hdim': 300, 'hl': 2, 'mtype': 'fcn', 'device': device(type='cuda', index=0), 'lr': 0.1, 'weight_decay': 0.0005, 'momentum': 0.9}, 'output': {'Train Accuracy': 0.953175, 'Test Accuracy': 0.9503, 'Linear (S) Randomized Accuracy': 0.5063, 'Slab (S^c) Randomzied Accuracy': 0.9499}}
{'input': {'num_train': 40000, 'dim': 9, 'lin_margin': 0.1, 'slab_margin': 0.1, 'same_margin': True, 'random_transform': True, 'width': 1, 'num_lin': 1, 'num_slabs': 0, 'num_slabs7': 1, 'num_slabs3': 0, 'num_gauss': 7, 'bs': 256, 'corrupt_lin': 0.1, 'corrupt_lin_margin': True, 'corrupt_slab': 0.0, 'num_test': 10000, 'hdim': 300, 'hl': 2, 'mtype': 'fcn', 'device': device(type='cuda', index=0), 'lr': 0.1, 'weight_decay': 0.0005, 'momentum': 0.9}, 'output': {'Train Accuracy': 0.950825, 'Test Accuracy': 0.9508, 'Linear (S) Randomized Accuracy': 0.4968, 'Slab (S^c) Randomzied Accuracy': 0.9523}}
{'input': {'num_train': 40000, 'dim': 24, 'lin_margin': 0.1, 'slab_margin': 0.1, 'same_margin': True, 'random_transform': True, 'width': 1, 'num_lin': 1, 'num_slabs': 0, 'num_slabs7': 1, 'num_slabs3': 0, 'num_gauss': 0, 'bs': 256, 'corrupt_lin': 0.1, 'corrupt_lin_margin': True, 'corrupt_slab': 0.0, 'num_test': 10000, 'hdim': 300, 'hl': 2, 'mtype': 'fcn', 'device': device(type='cuda', index=0), 'lr': 0.1, 'weight_decay': 0.0005, 'momentum': 0.9}, 'output': {'Train Accuracy': 0.9987, 'Test Accuracy': 0.9983, 'Linear (S) Randomized Accuracy': 0.6061, 'Slab (S^c) Randomzied Accuracy': 0.8881}}
{'input': {'num_train': 40000, 'dim': 25, 'lin_margin': 0.1, 'slab_margin': 0.1, 'same_margin': True, 'random_transform': True, 'width': 1, 'num_lin': 1, 'num_slabs': 0, 'num_slabs7': 1, 'num_slabs3': 0, 'num_gauss': 0, 'bs': 256, 'corrupt_lin': 0.1, 'corrupt_lin_margin': True, 'corrupt_slab': 0.0, 'num_test': 10000, 'hdim': 300, 'hl': 2, 'mtype': 'fcn', 'device': device(type='cuda', index=0), 'lr': 0.1, 'weight_decay': 0.0005, 'momentum': 0.9}, 'output': {'Train Accuracy': 0.952875, 'Test Accuracy': 0.9514, 'Linear (S) Randomized Accuracy': 0.5054, 'Slab (S^c) Randomzied Accuracy': 0.9486}}
{'input': {'num_train': 40000, 'dim': 26, 'lin_margin': 0.1, 'slab_margin': 0.1, 'same_margin': True, 'random_transform': True, 'width': 1, 'num_lin': 1, 'num_slabs': 0, 'num_slabs7': 1, 'num_slabs3': 0, 'num_gauss': 0, 'bs': 256, 'corrupt_lin': 0.1, 'corrupt_lin_margin': True, 'corrupt_slab': 0.0, 'num_test': 10000, 'hdim': 300, 'hl': 2, 'mtype': 'fcn', 'device': device(type='cuda', index=0), 'lr': 0.1, 'weight_decay': 0.0005, 'momentum': 0.9}, 'output': {'Train Accuracy': 0.996325, 'Test Accuracy': 0.9954, 'Linear (S) Randomized Accuracy': 0.5806, 'Slab (S^c) Randomzied Accuracy': 0.9116}}
{'input': {'num_train': 40000, 'dim': 27, 'lin_margin': 0.1, 'slab_margin': 0.1, 'same_margin': True, 'random_transform': True, 'width': 1, 'num_lin': 1, 'num_slabs': 0, 'num_slabs7': 1, 'num_slabs3': 0, 'num_gauss': 0, 'bs': 256, 'corrupt_lin': 0.1, 'corrupt_lin_margin': True, 'corrupt_slab': 0.0, 'num_test': 10000, 'hdim': 300, 'hl': 2, 'mtype': 'fcn', 'device': device(type='cuda', index=0), 'lr': 0.1, 'weight_decay': 0.0005, 'momentum': 0.9}, 'output': {'Train Accuracy': 0.953475, 'Test Accuracy': 0.9522, 'Linear (S) Randomized Accuracy': 0.502, 'Slab (S^c) Randomzied Accuracy': 0.9492}}
{'input': {'num_train': 40000, 'dim': 28, 'lin_margin': 0.1, 'slab_margin': 0.1, 'same_margin': True, 'random_transform': True, 'width': 1, 'num_lin': 1, 'num_slabs': 0, 'num_slabs7': 1, 'num_slabs3': 0, 'num_gauss': 0, 'bs': 256, 'corrupt_lin': 0.1, 'corrupt_lin_margin': True, 'corrupt_slab': 0.0, 'num_test': 10000, 'hdim': 300, 'hl': 2, 'mtype': 'fcn', 'device': device(type='cuda', index=0), 'lr': 0.1, 'weight_decay': 0.0005, 'momentum': 0.9}, 'output': {'Train Accuracy': 0.999975, 'Test Accuracy': 0.9998, 'Linear (S) Randomized Accuracy': 0.6413, 'Slab (S^c) Randomzied Accuracy': 0.8644}}
{'input': {'num_train': 40000, 'dim': 29, 'lin_margin': 0.1, 'slab_margin': 0.1, 'same_margin': True, 'random_transform': True, 'width': 1, 'num_lin': 1, 'num_slabs': 0, 'num_slabs7': 1, 'num_slabs3': 0, 'num_gauss': 0, 'bs': 256, 'corrupt_lin': 0.1, 'corrupt_lin_margin': True, 'corrupt_slab': 0.0, 'num_test': 10000, 'hdim': 300, 'hl': 2, 'mtype': 'fcn', 'device': device(type='cuda', index=0), 'lr': 0.1, 'weight_decay': 0.0005, 'momentum': 0.9}, 'output': {'Train Accuracy': 1.0, 'Test Accuracy': 1.0, 'Linear (S) Randomized Accuracy': 0.6484, 'Slab (S^c) Randomzied Accuracy': 0.8482}}
{'input': {'num_train': 40000, 'dim': 30, 'lin_margin': 0.1, 'slab_margin': 0.1, 'same_margin': True, 'random_transform': True, 'width': 1, 'num_lin': 1, 'num_slabs': 0, 'num_slabs7': 1, 'num_slabs3': 0, 'num_gauss': 0, 'bs': 256, 'corrupt_lin': 0.1, 'corrupt_lin_margin': True, 'corrupt_slab': 0.0, 'num_test': 10000, 'hdim': 300, 'hl': 2, 'mtype': 'fcn', 'device': device(type='cuda', index=0), 'lr': 0.1, 'weight_decay': 0.0005, 'momentum': 0.9}, 'output': {'Train Accuracy': 0.953875, 'Test Accuracy': 0.9532, 'Linear (S) Randomized Accuracy': 0.4969, 'Slab (S^c) Randomzied Accuracy': 0.9522}}
{'input': {'num_train': 40000, 'dim': 31, 'lin_margin': 0.1, 'slab_margin': 0.1, 'same_margin': True, 'random_transform': True, 'width': 1, 'num_lin': 1, 'num_slabs': 0, 'num_slabs7': 1, 'num_slabs3': 0, 'num_gauss': 0, 'bs': 256, 'corrupt_lin': 0.1, 'corrupt_lin_margin': True, 'corrupt_slab': 0.0, 'num_test': 10000, 'hdim': 300, 'hl': 2, 'mtype': 'fcn', 'device': device(type='cuda', index=0), 'lr': 0.1, 'weight_decay': 0.0005, 'momentum': 0.9}, 'output': {'Train Accuracy': 1.0, 'Test Accuracy': 0.9999, 'Linear (S) Randomized Accuracy': 0.6419, 'Slab (S^c) Randomzied Accuracy': 0.8567}}
{'input': {'num_train': 40000, 'dim': 51, 'lin_margin': 0.1, 'slab_margin': 0.1, 'same_margin': True, 'random_transform': True, 'width': 1, 'num_lin': 1, 'num_slabs': 0, 'num_slabs7': 1, 'num_slabs3': 0, 'num_gauss': 0, 'bs': 256, 'corrupt_lin': 0.1, 'corrupt_lin_margin': True, 'corrupt_slab': 0.0, 'num_test': 10000, 'hdim': 300, 'hl': 2, 'mtype': 'fcn', 'device': device(type='cuda', index=0), 'lr': 0.1, 'weight_decay': 0.0005, 'momentum': 0.9}, 'output': {'Train Accuracy': 0.958525, 'Test Accuracy': 0.9525, 'Linear (S) Randomized Accuracy': 0.5, 'Slab (S^c) Randomzied Accuracy': 0.9507}}
{'input': {'num_train': 40000, 'dim': 41, 'lin_margin': 0.1, 'slab_margin': 0.1, 'same_margin': True, 'random_transform': True, 'width': 1, 'num_lin': 1, 'num_slabs': 0, 'num_slabs7': 1, 'num_slabs3': 0, 'num_gauss': 0, 'bs': 256, 'corrupt_lin': 0.1, 'corrupt_lin_margin': True, 'corrupt_slab': 0.0, 'num_test': 10000, 'hdim': 300, 'hl': 2, 'mtype': 'fcn', 'device': device(type='cuda', index=0), 'lr': 0.1, 'weight_decay': 0.0005, 'momentum': 0.9}, 'output': {'Train Accuracy': 0.9563, 'Test Accuracy': 0.9518, 'Linear (S) Randomized Accuracy': 0.5064, 'Slab (S^c) Randomzied Accuracy': 0.9494}}
